iter	Passed	Remaining
3273	6432	13214
3274	6434	13212
3275	6436	13210
3276	6438	13208
3277	6440	13206
3278	6442	13204
3279	6444	13202
3280	6446	13201
3281	6448	13199
3282	6450	13197
3283	6452	13195
3284	6454	13193
3285	6456	13191
3286	6458	13189
3287	6460	13187
3288	6462	13185
3289	6464	13183
3290	6466	13181
3291	6468	13179
3292	6470	13177
3293	6471	13175
3294	6473	13173
3295	6475	13171
3296	6477	13169
3297	6479	13167
3298	6481	13165
3299	6483	13163
3300	6485	13161
3301	6487	13159
3302	6489	13158
3303	6491	13156
3304	6493	13154
3305	6495	13152
3306	6497	13150
3307	6499	13148
3308	6501	13146
3309	6503	13144
3310	6505	13142
3311	6507	13140
3312	6509	13138
3313	6511	13136
3314	6513	13134
3315	6515	13132
3316	6517	13130
3317	6519	13128
3318	6520	13126
3319	6522	13124
3320	6524	13122
3321	6526	13120
3322	6528	13118
3323	6530	13116
3324	6532	13114
3325	6534	13112
3326	6536	13110
3327	6538	13108
3328	6540	13106
3329	6542	13104
3330	6544	13102
3331	6546	13100
3332	6548	13098
3333	6550	13096
3334	6552	13094
3335	6554	13092
3336	6556	13090
3337	6558	13088
3338	6560	13086
3339	6561	13084
3340	6563	13082
3341	6565	13080
3342	6567	13078
3343	6569	13076
3344	6571	13074
3345	6573	13072
3346	6575	13070
3347	6577	13069
3348	6579	13067
3349	6581	13065
3350	6583	13063
3351	6585	13061
3352	6587	13059
3353	6589	13057
3354	6591	13055
3355	6593	13053
3356	6595	13051
3357	6603	13060
3358	6605	13058
3359	6606	13056
3360	6608	13054
3361	6610	13052
3362	6612	13050
3363	6614	13048
3364	6616	13046
3365	6618	13044
3366	6620	13042
3367	6622	13040
3368	6624	13038
3369	6626	13036
3370	6628	13034
3371	6630	13032
3372	6632	13030
3373	6634	13028
3374	6636	13026
3375	6638	13024
3376	6640	13022
3377	6642	13020
3378	6644	13018
3379	6645	13016
3380	6647	13014
3381	6649	13012
3382	6651	13010
3383	6653	13008
3384	6655	13006
3385	6657	13004
3386	6659	13002
3387	6661	13000
3388	6663	12998
3389	6665	12996
3390	6667	12994
3391	6669	12992
3392	6671	12990
3393	6673	12988
3394	6675	12986
3395	6677	12984
3396	6679	12982
3397	6681	12981
3398	6683	12979
3399	6685	12977
3400	6687	12975
3401	6689	12973
3402	6690	12971
3403	6692	12968
3404	6694	12966
3405	6696	12964
3406	6698	12962
3407	6700	12960
3408	6702	12958
3409	6704	12956
3410	6706	12954
3411	6708	12952
3412	6710	12950
3413	6712	12948
3414	6714	12947
3415	6716	12945
3416	6718	12943
3417	6720	12941
3418	6722	12939
3419	6724	12937
3420	6726	12935
3421	6728	12933
3422	6730	12931
3423	6732	12929
3424	6733	12927
3425	6735	12925
3426	6737	12923
3427	6739	12921
3428	6741	12919
3429	6743	12917
3430	6745	12915
3431	6747	12913
3432	6749	12911
3433	6751	12909
3434	6753	12907
3435	6755	12905
3436	6757	12903
3437	6759	12901
3438	6761	12899
3439	6763	12897
3440	6765	12895
3441	6767	12893
3442	6769	12891
3443	6771	12889
3444	6773	12887
3445	6775	12886
3446	6777	12884
3447	6779	12882
3448	6781	12880
3449	6783	12878
3450	6785	12876
3451	6787	12874
3452	6789	12872
3453	6791	12870
3454	6793	12868
3455	6794	12866
3456	6796	12864
3457	6798	12862
3458	6800	12860
3459	6802	12858
3460	6804	12856
3461	6806	12854
3462	6808	12852
3463	6810	12850
3464	6812	12848
3465	6814	12846
3466	6816	12845
3467	6818	12842
3468	6820	12840
3469	6822	12839
3470	6824	12837
3471	6826	12835
3472	6828	12833
3473	6830	12831
3474	6832	12829
3475	6834	12827
3476	6836	12825
3477	6838	12823
3478	6840	12821
3479	6842	12819
3480	6844	12817
3481	6845	12815
3482	6847	12813
3483	6849	12811
3484	6851	12809
3485	6853	12807
3486	6855	12805
3487	6857	12803
3488	6859	12801
3489	6861	12799
3490	6863	12797
3491	6865	12795
3492	6867	12793
3493	6869	12791
3494	6871	12789
3495	6873	12787
3496	6875	12785
3497	6877	12783
3498	6879	12781
3499	6881	12779
3500	6883	12777
3501	6885	12775
3502	6887	12774
3503	6889	12772
3504	6891	12770
3505	6893	12768
3506	6895	12766
3507	6897	12764
3508	6899	12762
3509	6901	12760
3510	6903	12758
3511	6905	12756
3512	6907	12754
3513	6909	12752
3514	6911	12750
3515	6913	12748
3516	6915	12746
3517	6917	12744
3518	6919	12742
3519	6920	12740
3520	6922	12738
3521	6924	12736
3522	6926	12734
3523	6928	12732
3524	6930	12730
3525	6932	12728
3526	6934	12726
3527	6936	12724
3528	6938	12722
3529	6940	12720
3530	6942	12719
3531	6944	12716
3532	6946	12715
3533	6948	12713
3534	6950	12711
3535	6952	12709
3536	6954	12707
3537	6956	12705
3538	6958	12703
3539	6960	12701
3540	6962	12700
3541	6964	12698
3542	6966	12696
3543	6968	12694
3544	6970	12692
3545	6972	12690
3546	6974	12688
3547	6976	12686
3548	6978	12684
3549	6980	12682
3550	6982	12680
3551	6984	12678
3552	6986	12676
3553	6988	12674
3554	6990	12672
3555	6992	12671
3556	6994	12669
3557	6996	12667
3558	6998	12665
3559	7000	12663
3560	7002	12661
3561	7004	12659
3562	7006	12657
3563	7008	12655
3564	7010	12653
3565	7011	12651
3566	7013	12649
3567	7015	12647
3568	7017	12645
3569	7019	12643
3570	7021	12641
3571	7023	12639
3572	7025	12637
3573	7027	12636
3574	7029	12634
3575	7031	12631
3576	7033	12629
3577	7035	12628
3578	7037	12626
3579	7039	12624
3580	7041	12622
3581	7043	12620
3582	7045	12618
3583	7047	12616
3584	7049	12614
3585	7051	12612
3586	7053	12610
3587	7055	12608
3588	7057	12606
3589	7059	12604
3590	7061	12602
3591	7063	12600
3592	7065	12599
3593	7067	12597
3594	7069	12595
3595	7071	12593
3596	7073	12591
3597	7075	12589
3598	7077	12587
3599	7079	12585
3600	7081	12583
3601	7083	12581
3602	7085	12579
3603	7087	12578
3604	7089	12575
3605	7091	12574
3606	7093	12572
3607	7095	12570
3608	7097	12568
3609	7099	12566
3610	7101	12564
3611	7103	12562
3612	7105	12560
3613	7107	12558
3614	7109	12557
3615	7111	12555
3616	7113	12553
3617	7115	12551
3618	7117	12549
3619	7119	12547
3620	7121	12545
3621	7123	12543
3622	7125	12541
3623	7127	12539
3624	7129	12538
3625	7131	12536
3626	7133	12534
3627	7135	12532
3628	7137	12530
3629	7139	12528
3630	7141	12527
3631	7143	12525
3632	7145	12523
3633	7147	12521
3634	7149	12519
3635	7151	12517
3636	7153	12515
3637	7155	12513
3638	7157	12511
3639	7159	12509
3640	7161	12507
3641	7163	12505
3642	7165	12503
3643	7167	12501
3644	7169	12499
3645	7171	12497
3646	7173	12495
3647	7175	12493
3648	7177	12491
3649	7179	12489
3650	7181	12487
3651	7182	12485
3652	7184	12483
3653	7186	12481
3654	7188	12479
3655	7190	12477
3656	7192	12475
3657	7194	12473
3658	7196	12471
3659	7198	12469
3660	7200	12467
3661	7202	12465
3662	7204	12463
3663	7206	12461
3664	7208	12459
3665	7210	12457
3666	7212	12456
3667	7214	12454
3668	7216	12452
3669	7218	12450
3670	7225	12456
3671	7227	12454
3672	7229	12453
3673	7231	12451
3674	7233	12449
3675	7235	12447
3676	7237	12445
3677	7239	12443
3678	7241	12441
3679	7243	12439
3680	7245	12437
3681	7247	12435
3682	7249	12433
3683	7251	12431
3684	7252	12429
3685	7254	12427
3686	7256	12425
3687	7258	12423
3688	7260	12421
3689	7262	12419
3690	7264	12417
3691	7266	12415
3692	7268	12413
3693	7270	12411
3694	7272	12409
3695	7274	12407
3696	7276	12406
3697	7278	12404
3698	7280	12402
3699	7282	12400
3700	7284	12398
3701	7286	12396
3702	7288	12394
3703	7290	12392
3704	7292	12390
3705	7294	12388
3706	7296	12387
3707	7298	12385
3708	7300	12383
3709	7302	12381
3710	7304	12379
3711	7306	12376
3712	7308	12374
3713	7310	12372
3714	7312	12370
3715	7314	12368
3716	7316	12367
3717	7318	12365
3718	7320	12363
3719	7322	12361
3720	7324	12359
3721	7326	12357
3722	7328	12355
3723	7329	12353
3724	7331	12351
3725	7333	12349
3726	7335	12346
3727	7337	12344
3728	7339	12342
3729	7341	12340
3730	7343	12338
3731	7345	12336
3732	7347	12334
3733	7349	12332
3734	7351	12330
3735	7353	12328
3736	7355	12326
3737	7357	12324
3738	7358	12322
3739	7360	12320
3740	7362	12318
3741	7364	12316
3742	7366	12314
3743	7368	12312
3744	7370	12310
3745	7372	12308
3746	7374	12307
3747	7376	12305
3748	7378	12303
3749	7380	12301
3750	7382	12299
3751	7384	12297
3752	7386	12295
3753	7388	12293
3754	7390	12291
3755	7392	12289
3756	7394	12287
3757	7396	12285
3758	7398	12283
3759	7400	12281
3760	7402	12279
3761	7404	12277
3762	7406	12275
3763	7408	12273
3764	7410	12271
3765	7412	12269
3766	7414	12267
3767	7416	12265
3768	7417	12263
3769	7419	12261
3770	7421	12259
3771	7423	12257
3772	7425	12255
3773	7427	12253
3774	7429	12251
3775	7431	12249
3776	7433	12248
3777	7435	12246
3778	7437	12244
3779	7439	12241
3780	7441	12239
3781	7443	12237
3782	7445	12235
3783	7447	12233
3784	7449	12231
3785	7451	12229
3786	7453	12228
3787	7455	12226
3788	7457	12224
3789	7459	12222
3790	7461	12220
3791	7463	12218
3792	7465	12216
3793	7467	12214
3794	7469	12212
3795	7471	12210
3796	7473	12208
3797	7475	12206
3798	7477	12204
3799	7478	12202
3800	7481	12201
3801	7483	12199
3802	7485	12196
3803	7486	12194
3804	7489	12193
3805	7491	12191
3806	7492	12189
3807	7494	12187
3808	7496	12185
3809	7498	12183
3810	7500	12181
3811	7502	12179
3812	7504	12177
3813	7506	12175
3814	7508	12173
3815	7510	12171
3816	7513	12170
3817	7515	12168
3818	7517	12166
3819	7519	12164
3820	7521	12162
3821	7522	12160
3822	7525	12158
3823	7526	12156
3824	7528	12154
3825	7530	12152
3826	7532	12150
3827	7534	12148
3828	7536	12146
3829	7538	12144
3830	7540	12142
3831	7542	12140
3832	7544	12138
3833	7546	12136
3834	7548	12134
3835	7550	12132
3836	7552	12131
3837	7554	12129
3838	7556	12127
3839	7558	12125
3840	7560	12123
3841	7562	12121
3842	7564	12119
3843	7566	12117
3844	7568	12115
3845	7570	12113
3846	7572	12111
3847	7574	12109
3848	7576	12107
3849	7578	12105
3850	7580	12103
3851	7582	12101
3852	7584	12099
3853	7586	12097
3854	7588	12095
3855	7589	12093
3856	7591	12091
3857	7593	12089
3858	7595	12087
3859	7597	12085
3860	7599	12083
3861	7601	12081
3862	7603	12079
3863	7605	12077
3864	7607	12076
3865	7609	12074
3866	7611	12072
3867	7613	12070
3868	7615	12068
3869	7617	12066
3870	7619	12064
3871	7621	12062
3872	7623	12060
3873	7625	12058
3874	7627	12056
3875	7629	12054
3876	7631	12052
3877	7633	12050
3878	7635	12048
3879	7637	12046
3880	7639	12044
3881	7641	12043
3882	7643	12041
3883	7645	12039
3884	7647	12037
3885	7649	12035
3886	7651	12034
3887	7653	12032
3888	7655	12030
3889	7657	12028
3890	7659	12026
3891	7661	12024
3892	7663	12022
3893	7665	12020
3894	7667	12018
3895	7669	12016
3896	7671	12014
3897	7673	12012
3898	7675	12010
3899	7677	12008
3900	7679	12006
3901	7681	12004
3902	7683	12002
3903	7685	12001
3904	7687	11999
3905	7689	11997
3906	7691	11995
3907	7693	11993
3908	7695	11991
3909	7697	11989
3910	7699	11987
3911	7701	11985
3912	7703	11983
3913	7705	11981
3914	7707	11979
3915	7709	11977
3916	7711	11975
3917	7713	11973
3918	7715	11971
3919	7717	11969
3920	7719	11967
3921	7721	11965
3922	7723	11963
3923	7725	11961
3924	7727	11959
3925	7729	11957
3926	7731	11956
3927	7733	11954
3928	7735	11952
3929	7737	11950
3930	7739	11948
3931	7741	11946
3932	7743	11945
3933	7745	11943
3934	7747	11941
3935	7749	11939
3936	7751	11937
3937	7753	11935
3938	7755	11933
3939	7757	11931
3940	7759	11929
3941	7761	11927
3942	7763	11925
3943	7765	11923
3944	7767	11921
3945	7769	11920
3946	7771	11918
3947	7773	11916
3948	7775	11914
3949	7777	11912
3950	7779	11910
3951	7781	11908
3952	7783	11906
3953	7785	11905
3954	7787	11903
3955	7789	11901
3956	7791	11899
3957	7793	11897
3958	7795	11895
3959	7797	11893
3960	7799	11891
3961	7801	11889
3962	7803	11887
3963	7805	11886
3964	7807	11884
3965	7809	11882
3966	7811	11880
3967	7813	11878
3968	7815	11876
3969	7817	11874
3970	7819	11872
3971	7821	11870
3972	7823	11868
3973	7825	11866
3974	7827	11864
3975	7829	11862
3976	7831	11860
3977	7833	11859
3978	7835	11857
3979	7837	11855
3980	7839	11853
3981	7841	11851
3982	7843	11849
3983	7845	11847
3984	7847	11845
3985	7849	11843
3986	7851	11841
3987	7853	11839
3988	7855	11838
3989	7857	11836
3990	7859	11834
3991	7861	11832
3992	7863	11830
3993	7866	11828
3994	7867	11826
3995	7869	11824
3996	7871	11822
3997	7873	11820
3998	7875	11818
3999	7877	11816
4000	7879	11814
4001	7881	11813
4002	7883	11811
4003	7885	11809
4004	7887	11807
4005	7889	11805
4006	7891	11803
4007	7893	11801
4008	7895	11799
4009	7897	11797
4010	7899	11795
4011	7901	11793
4012	7904	11791
4013	7906	11790
4014	7907	11788
4015	7909	11786
4016	7911	11784
4017	7913	11782
4018	7915	11780
4019	7917	11778
4020	7919	11776
4021	7921	11774
4022	7923	11772
4023	7925	11770
4024	7927	11768
4025	7929	11766
4026	7931	11764
4027	7933	11762
4028	7935	11760
4029	7937	11758
4030	7939	11756
4031	7941	11754
4032	7943	11752
4033	7945	11750
4034	7947	11748
4035	7949	11746
4036	7951	11744
4037	7953	11742
4038	7955	11741
4039	7957	11739
4040	7959	11737
4041	7961	11735
4042	7963	11733
4043	7965	11731
4044	7967	11729
4045	7969	11727
4046	7971	11725
4047	7973	11723
4048	7975	11721
4049	7977	11719
4050	7979	11717
4051	7981	11715
4052	7983	11713
4053	7985	11712
4054	7987	11710
4055	7989	11708
4056	7991	11706
4057	7993	11704
4058	7995	11702
4059	7997	11700
4060	7999	11698
4061	8001	11696
4062	8003	11694
4063	8005	11693
4064	8007	11691
4065	8009	11689
4066	8011	11687
4067	8013	11685
4068	8015	11683
4069	8017	11681
4070	8019	11679
4071	8021	11677
4072	8023	11675
4073	8025	11673
4074	8027	11671
4075	8029	11669
4076	8031	11668
4077	8033	11666
4078	8035	11664
4079	8037	11662
4080	8039	11660
4081	8041	11658
4082	8043	11656
4083	8045	11654
4084	8047	11652
4085	8049	11650
4086	8051	11648
4087	8053	11646
4088	8055	11644
4089	8057	11642
4090	8059	11640
4091	8061	11638
4092	8063	11636
4093	8065	11634
4094	8067	11632
4095	8069	11630
4096	8071	11629
4097	8073	11627
4098	8075	11625
4099	8077	11623
4100	8079	11621
4101	8081	11619
4102	8083	11617
4103	8085	11615
4104	8087	11613
4105	8089	11611
4106	8091	11609
4107	8093	11607
4108	8094	11605
4109	8096	11603
4110	8099	11601
4111	8100	11599
4112	8102	11597
4113	8104	11595
4114	8106	11594
4115	8108	11592
4116	8110	11590
4117	8112	11588
4118	8114	11586
4119	8116	11584
4120	8119	11582
4121	8121	11581
4122	8123	11579
4123	8125	11577
4124	8127	11575
4125	8129	11573
4126	8131	11571
4127	8133	11569
4128	8135	11567
4129	8137	11565
4130	8139	11563
4131	8141	11561
4132	8142	11559
4133	8144	11557
4134	8146	11555
4135	8148	11553
4136	8150	11551
4137	8152	11549
4138	8154	11547
4139	8156	11545
4140	8158	11543
4141	8160	11541
4142	8162	11539
4143	8164	11537
4144	8166	11535
4145	8168	11533
4146	8170	11531
4147	8172	11530
4148	8174	11528
4149	8176	11526
4150	8178	11524
4151	8180	11522
4152	8182	11520
4153	8184	11518
4154	8186	11516
4155	8188	11514
4156	8190	11512
4157	8192	11510
4158	8194	11508
4159	8196	11506
4160	8198	11504
4161	8200	11502
4162	8202	11500
4163	8204	11498
4164	8206	11496
4165	8208	11494
4166	8210	11492
4167	8212	11490
4168	8214	11488
4169	8216	11486
4170	8217	11484
4171	8219	11482
4172	8221	11480
4173	8223	11478
4174	8225	11476
4175	8227	11474
4176	8229	11472
4177	8231	11470
4178	8233	11468
4179	8235	11466
4180	8237	11464
4181	8239	11462
4182	8241	11460
4183	8243	11458
4184	8245	11456
4185	8247	11454
4186	8249	11452
4187	8251	11450
4188	8253	11448
4189	8255	11446
4190	8257	11444
4191	8259	11443
4192	8261	11441
4193	8263	11439
4194	8265	11437
4195	8267	11435
4196	8269	11433
4197	8271	11431
4198	8273	11429
4199	8275	11427
4200	8277	11425
4201	8279	11423
4202	8281	11421
4203	8283	11419
4204	8284	11417
4205	8286	11415
4206	8288	11413
4207	8290	11411
4208	8292	11409
4209	8294	11407
4210	8296	11405
4211	8298	11403
4212	8300	11401
4213	8302	11399
4214	8304	11397
4215	8306	11395
4216	8308	11393
4217	8310	11391
4218	8312	11390
4219	8314	11388
4220	8316	11385
4221	8318	11384
4222	8320	11382
4223	8322	11380
4224	8324	11378
4225	8326	11376
4226	8328	11374
4227	8330	11372
4228	8332	11370
4229	8333	11368
4230	8335	11366
4231	8337	11364
4232	8339	11362
4233	8342	11360
4234	8344	11358
4235	8345	11356
4236	8347	11354
4237	8349	11352
4238	8351	11350
4239	8353	11348
4240	8355	11346
4241	8357	11344
4242	8359	11342
4243	8361	11340
4244	8363	11338
4245	8365	11337
4246	8367	11335
4247	8369	11333
4248	8371	11331
4249	8373	11329
4250	8375	11327
4251	8377	11325
4252	8379	11323
4253	8381	11321
4254	8383	11319
4255	8385	11317
4256	8387	11315
4257	8389	11313
4258	8391	11311
4259	8393	11309
4260	8395	11307
4261	8397	11305
4262	8399	11303
4263	8401	11301
4264	8403	11299
4265	8405	11297
4266	8407	11295
4267	8409	11293
4268	8411	11291
4269	8413	11289
4270	8414	11287
4271	8417	11285
4272	8419	11283
4273	8420	11281
4274	8422	11279
4275	8424	11277
4276	8426	11275
4277	8428	11273
4278	8430	11271
4279	8432	11269
4280	8434	11267
4281	8436	11265
4282	8438	11263
4283	8440	11261
4284	8442	11259
4285	8444	11257
4286	8446	11256
4287	8448	11254
4288	8450	11252
4289	8452	11250
4290	8454	11248
4291	8456	11246
4292	8458	11244
4293	8460	11242
4294	8462	11240
4295	8464	11238
4296	8466	11236
4297	8468	11234
4298	8470	11232
4299	8472	11230
4300	8474	11228
4301	8476	11226
4302	8477	11224
4303	8479	11222
4304	8481	11220
4305	8483	11218
4306	8485	11216
4307	8487	11214
4308	8489	11212
4309	8491	11210
4310	8493	11208
4311	8495	11206
4312	8497	11204
4313	8499	11202
4314	8501	11200
4315	8503	11198
4316	8505	11196
4317	8507	11194
4318	8509	11192
4319	8511	11190
4320	8513	11188
4321	8515	11186
4322	8517	11184
4323	8519	11183
4324	8521	11181
4325	8523	11179
4326	8525	11177
4327	8527	11175
4328	8529	11173
4329	8531	11171
4330	8532	11169
4331	8534	11167
4332	8536	11165
4333	8538	11163
4334	8540	11161
4335	8542	11159
4336	8544	11157
4337	8546	11155
4338	8548	11153
4339	8550	11151
4340	8552	11149
4341	8554	11147
4342	8556	11145
4343	8558	11143
4344	8560	11141
4345	8562	11139
4346	8564	11137
4347	8566	11135
4348	8568	11133
4349	8569	11131
4350	8571	11129
4351	8573	11127
4352	8575	11125
4353	8577	11123
4354	8579	11121
4355	8581	11119
4356	8583	11117
4357	8585	11115
4358	8587	11113
4359	8589	11111
4360	8591	11109
4361	8593	11107
4362	8595	11105
4363	8597	11103
4364	8599	11101
4365	8601	11099
4366	8603	11097
4367	8605	11095
4368	8606	11093
4369	8608	11091
4370	8610	11089
4371	8612	11087
4372	8614	11085
4373	8616	11083
4374	8618	11081
4375	8620	11079
4376	8622	11077
4377	8624	11075
4378	8626	11073
4379	8628	11071
4380	8630	11069
4381	8632	11067
4382	8634	11065
4383	8641	11069
4384	8643	11067
4385	8645	11065
4386	8647	11063
4387	8649	11061
4388	8651	11059
4389	8653	11057
4390	8655	11055
4391	8657	11053
4392	8658	11051
4393	8660	11049
4394	8662	11047
4395	8664	11045
4396	8666	11043
4397	8668	11041
4398	8670	11039
4399	8672	11037
4400	8674	11035
4401	8676	11033
4402	8678	11031
4403	8680	11029
4404	8682	11027
4405	8684	11025
4406	8686	11023
4407	8688	11021
4408	8690	11020
4409	8692	11018
4410	8694	11016
4411	8696	11013
4412	8698	11011
4413	8700	11010
4414	8702	11008
4415	8704	11006
4416	8706	11004
4417	8708	11002
4418	8709	11000
4419	8711	10998
4420	8713	10996
4421	8715	10994
4422	8717	10992
4423	8719	10990
4424	8721	10988
4425	8723	10986
4426	8725	10984
4427	8727	10982
4428	8729	10980
4429	8731	10978
4430	8733	10976
4431	8735	10974
4432	8737	10972
4433	8739	10970
4434	8741	10968
4435	8743	10966
4436	8745	10964
4437	8747	10962
4438	8749	10961
4439	8751	10958
4440	8753	10956
4441	8755	10954
4442	8757	10952
4443	8759	10951
4444	8761	10949
4445	8763	10947
4446	8765	10945
4447	8767	10943
4448	8769	10941
4449	8771	10939
4450	8773	10937
4451	8774	10935
4452	8776	10933
4453	8778	10931
4454	8780	10929
4455	8782	10927
4456	8784	10925
4457	8786	10923
4458	8788	10921
4459	8790	10919
4460	8792	10917
4461	8794	10915
4462	8796	10913
4463	8798	10911
4464	8800	10909
4465	8802	10907
4466	8804	10905
4467	8806	10903
4468	8807	10901
4469	8809	10899
4470	8811	10897
4471	8813	10895
4472	8815	10893
4473	8817	10891
4474	8819	10889
4475	8821	10887
4476	8823	10885
4477	8825	10883
4478	8827	10881
4479	8829	10879
4480	8831	10877
4481	8833	10875
4482	8835	10873
4483	8837	10871
4484	8839	10869
4485	8841	10867
4486	8843	10865
4487	8845	10863
4488	8847	10861
4489	8849	10859
4490	8851	10857
4491	8853	10855
4492	8855	10853
4493	8857	10851
4494	8859	10849
4495	8861	10847
4496	8863	10845
4497	8864	10843
4498	8866	10841
4499	8868	10839
4500	8870	10837
4501	8872	10835
4502	8874	10833
4503	8876	10831
4504	8878	10829
4505	8880	10827
4506	8882	10825
4507	8884	10823
4508	8886	10821
4509	8888	10819
4510	8890	10817
4511	8892	10815
4512	8894	10813
4513	8896	10811
4514	8898	10809
4515	8900	10807
4516	8902	10805
4517	8904	10803
4518	8905	10801
4519	8907	10799
4520	8909	10797
4521	8911	10795
4522	8913	10793
4523	8915	10791
4524	8917	10789
4525	8919	10787
4526	8921	10785
4527	8923	10783
4528	8925	10781
4529	8927	10779
4530	8929	10778
4531	8931	10776
4532	8933	10774
4533	8935	10772
4534	8937	10770
4535	8939	10768
4536	8941	10766
4537	8943	10764
4538	8945	10762
4539	8947	10760
4540	8949	10758
4541	8951	10756
4542	8953	10754
4543	8954	10752
4544	8956	10750
4545	8958	10748
4546	8960	10746
4547	8962	10744
4548	8964	10742
4549	8966	10740
4550	8968	10738
4551	8970	10736
4552	8972	10734
4553	8974	10732
4554	8976	10730
4555	8978	10728
4556	8980	10726
4557	8982	10724
4558	8984	10722
4559	8986	10720
4560	8988	10718
4561	8990	10716
4562	8992	10714
4563	8994	10712
4564	8996	10710
4565	8998	10708
4566	9000	10706
4567	9002	10704
4568	9004	10702
4569	9006	10700
4570	9008	10698
4571	9009	10696
4572	9011	10694
4573	9013	10692
4574	9015	10690
4575	9017	10688
4576	9019	10687
4577	9021	10685
4578	9023	10683
4579	9025	10681
4580	9027	10679
4581	9029	10677
4582	9031	10675
4583	9033	10672
4584	9035	10670
4585	9037	10668
4586	9039	10666
4587	9041	10664
4588	9043	10662
4589	9045	10660
4590	9046	10658
4591	9048	10656
4592	9050	10654
4593	9052	10652
4594	9054	10650
4595	9056	10648
4596	9058	10646
4597	9060	10644
4598	9062	10642
4599	9064	10640
4600	9066	10638
4601	9068	10636
4602	9070	10634
4603	9072	10632
4604	9074	10630
4605	9076	10628
4606	9078	10626
4607	9080	10624
4608	9082	10622
4609	9083	10620
4610	9085	10618
4611	9087	10616
4612	9089	10615
4613	9091	10613
4614	9093	10611
4615	9095	10609
4616	9097	10607
4617	9099	10605
4618	9101	10603
4619	9103	10601
4620	9105	10599
4621	9107	10597
4622	9109	10595
4623	9111	10593
4624	9113	10591
4625	9115	10589
4626	9117	10587
4627	9119	10585
4628	9121	10583
4629	9123	10581
4630	9125	10579
4631	9126	10577
4632	9128	10575
4633	9130	10573
4634	9132	10571
4635	9134	10569
4636	9136	10567
4637	9138	10565
4638	9140	10563
4639	9142	10561
4640	9144	10559
4641	9146	10557
4642	9148	10555
4643	9150	10553
4644	9152	10551
4645	9154	10549
4646	9156	10547
4647	9158	10545
4648	9160	10543
4649	9162	10541
4650	9164	10539
4651	9166	10537
4652	9168	10535
4653	9170	10533
4654	9172	10531
4655	9173	10529
4656	9175	10527
4657	9177	10525
4658	9179	10523
4659	9181	10521
4660	9183	10519
4661	9185	10517
4662	9187	10515
4663	9189	10513
4664	9191	10511
4665	9193	10509
4666	9195	10507
4667	9197	10505
4668	9199	10503
4669	9201	10501
4670	9203	10499
4671	9205	10497
4672	9207	10495
4673	9209	10493
4674	9211	10491
4675	9213	10489
4676	9215	10487
4677	9216	10485
4678	9218	10483
4679	9220	10481
4680	9222	10479
4681	9224	10477
4682	9226	10475
4683	9228	10473
4684	9230	10471
4685	9232	10469
4686	9234	10468
4687	9236	10465
4688	9238	10463
4689	9240	10461
4690	9242	10459
4691	9244	10457
4692	9246	10455
4693	9248	10454
4694	9250	10452
4695	9252	10449
4696	9254	10448
4697	9256	10446
4698	9257	10444
4699	9259	10442
4700	9261	10440
4701	9263	10438
4702	9265	10436
4703	9267	10434
4704	9269	10432
4705	9271	10430
4706	9273	10428
4707	9275	10426
4708	9277	10424
4709	9279	10422
4710	9281	10420
4711	9283	10418
4712	9285	10416
4713	9287	10414
4714	9289	10412
4715	9291	10410
4716	9293	10408
4717	9295	10406
4718	9297	10404
4719	9299	10402
4720	9300	10400
4721	9302	10398
4722	9304	10396
4723	9306	10394
4724	9308	10392
4725	9310	10390
4726	9312	10388
4727	9314	10386
4728	9316	10384
4729	9318	10382
4730	9320	10380
4731	9322	10378
4732	9324	10376
4733	9326	10374
4734	9328	10372
4735	9330	10370
4736	9332	10368
4737	9334	10366
4738	9336	10364
4739	9338	10362
4740	9340	10360
4741	9342	10358
4742	9344	10356
4743	9346	10354
4744	9348	10352
4745	9350	10350
4746	9351	10348
4747	9353	10346
4748	9355	10344
4749	9357	10342
4750	9359	10340
4751	9361	10338
4752	9363	10336
4753	9365	10335
4754	9367	10333
4755	9369	10331
4756	9371	10329
4757	9373	10327
4758	9375	10325
4759	9377	10323
4760	9379	10321
4761	9381	10319
4762	9383	10317
4763	9385	10315
4764	9387	10313
4765	9389	10311
4766	9391	10309
4767	9393	10307
4768	9395	10305
4769	9397	10303
4770	9399	10301
4771	9401	10299
4772	9402	10297
4773	9404	10295
4774	9406	10293
4775	9408	10291
4776	9410	10289
4777	9412	10287
4778	9414	10285
4779	9416	10283
4780	9418	10281
4781	9420	10279
4782	9422	10277
4783	9424	10275
4784	9426	10273
4785	9428	10271
4786	9430	10269
4787	9432	10267
4788	9434	10265
4789	9436	10263
4790	9438	10262
4791	9440	10260
4792	9442	10258
4793	9444	10256
4794	9446	10254
4795	9448	10252
4796	9450	10250
4797	9452	10248
4798	9454	10246
4799	9456	10244
4800	9458	10242
4801	9460	10240
4802	9462	10238
4803	9464	10236
4804	9466	10234
4805	9468	10232
4806	9470	10230
4807	9472	10228
4808	9474	10226
4809	9476	10224
4810	9478	10222
4811	9480	10220
4812	9482	10218
4813	9484	10216
4814	9486	10214
4815	9488	10213
4816	9490	10211
4817	9492	10209
4818	9493	10207
4819	9495	10205
4820	9497	10203
4821	9499	10201
4822	9501	10199
4823	9503	10197
4824	9505	10195
4825	9507	10193
4826	9509	10191
